Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,ŠÍPEK MARTIN,SVK,Papuren,7.6,6.8,7.2,7.0,7.2,7.2,8.2,7.8,7.0,7.2,6.8,7.0,7.0,7.4,21.48
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,YARDY MATTHEW,ENG,Unsu,7.2,6.2,7.0,7.0,7.2,6.6,7.2,7.4,6.6,6.8,6.8,6.8,6.8,7.2,20.96
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,MEREBBAH MOHAMED,ALG,Gojushiho Sho,7.2,6.8,6.8,7.2,6.8,7.0,6.8,7.0,6.2,6.8,7.0,6.8,6.4,6.0,20.42
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,FUNADA AOI,JPN,Anan,8.4,8.2,8.0,7.6,7.6,8.0,8.8,8.2,8.2,7.8,7.4,7.4,7.8,8.6,24.08
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,TAMBORLANI MATTEO,CZE,Anan Dai,8.0,7.4,7.2,7.2,7.4,7.4,8.0,8.0,6.8,7.0,7.0,7.2,7.2,8.2,21.96
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,PENEV PENYO,BUL,Anan,7.6,8.0,7.4,7.4,7.2,7.2,8.4,7.8,7.8,7.2,7.2,7.0,6.8,8.4,22.34
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,LUCINSKI DAMIAN,POL,Gojushiho Sho,6.8,6.6,7.2,7.0,7.0,6.8,5.8,7.0,6.4,7.0,6.8,6.8,6.8,6.0,20.54
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,BOSCHINI ANDREA,ITA,Unsu,6.6,6.8,7.2,7.4,7.2,7.2,6.8,6.6,6.8,7.2,7.2,7.0,7.0,7.0,21.14
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,DAMO NICOLA,ITA,Kanku Sho,6.2,6.4,7.2,7.4,7.4,6.4,7.4,6.0,6.8,6.8,7.4,7.0,6.6,7.6,20.88
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,COLAS THIBAULT,FRA,Gojushiho Dai,6.6,6.6,7.2,7.6,7.2,7.2,7.2,6.4,6.4,7.0,7.4,7.2,7.6,6.8,21.42
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,SANTOS RAFAEL,BRA,Gojushiho Dai,8.0,8.0,7.6,7.6,7.4,7.4,7.4,7.8,8.2,7.4,7.4,7.6,7.8,8.0,22.78
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,SIMIC JOVAN,SRB,Gojushiho Dai,7.6,7.2,7.4,7.4,7.6,8.0,7.8,7.4,7.4,7.2,7.6,7.4,8.2,8.0,22.54
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,VÁGVÖLGYI BALÁZS,HUN,Unsu,5.8,6.0,6.8,6.4,7.0,5.8,5.4,6.0,5.8,6.8,6.2,6.8,6.0,5.4,18.2
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,HARTL JAN,SLO,Unsu,7.4,6.8,7.0,6.6,6.8,7.2,6.8,7.4,7.4,7.0,6.4,6.8,7.2,7.2,20.84
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,UTRERA VÁZQUEZ DANIEL,ESP,Chatanyara Kushanku,8.2,6.8,7.8,7.6,7.2,6.8,7.8,8.2,7.6,7.8,7.6,7.4,7.8,7.8,22.78
Karate1 Series A - Salzburg 2019,Male Kata, 3 / 16,MAACHOU SALAH EDDINE,MAR,Gojushiho Dai,7.6,6.2,7.2,7.0,7.2,7.2,7.4,7.6,6.6,6.8,6.8,7.4,7.4,7.4,21.6
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,BRIATICO FEDERICO ROCCO,ITA,Gankaku,6.2,7.4,6.6,7.0,7.0,6.8,7.2,5.8,7.4,6.4,6.8,7.0,6.8,7.0,20.74
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,ZHANG SHIHONG,CHN,Anan Dai,8.2,7.6,7.2,7.4,7.0,7.2,6.8,7.8,7.4,7.2,7.2,7.0,7.4,6.8,21.8
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,KHAKHLOU NAZAR,BLR,Gojushiho Dai,7.0,7.4,6.8,7.6,7.0,7.0,7.2,6.6,7.2,6.8,7.4,7.0,6.8,7.2,21.14
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,BOKARICA LUKA,CRO,Unsu,6.8,7.4,7.6,7.2,7.0,6.8,7.2,7.4,7.2,7.4,7.4,7.0,7.2,7.0,21.52
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,PATTANASAKOO NAWAPON,GER,Kanku Sho,7.6,7.2,7.6,7.6,7.0,7.2,7.2,7.2,7.0,7.8,7.4,7.0,6.8,7.2,21.82
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,KOČAN ARIJAN,MNE,Unsu,5.6,6.8,8.0,7.4,7.0,7.2,6.8,6.8,6.6,7.4,7.6,7.0,7.2,6.8,21.0
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,WESTON KEITH,CAN,Chatanyara Kushanku,6.6,6.8,6.6,6.8,7.0,6.8,7.4,7.2,6.6,7.0,7.2,7.0,7.0,7.4,20.64
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,LENA DEVID,ITA,Gankaku,7.8,7.6,8.0,8.4,7.0,7.6,8.0,8.2,7.6,8.0,8.6,7.0,7.4,8.0,23.46
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,KOVAL ILLIA,UKR,Anan,6.8,6.8,6.6,7.2,7.0,7.4,7.4,6.8,6.6,7.8,7.2,7.0,7.6,7.2,21.12
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,LISI PIETRO,ITA,Kanku Sho,7.6,7.2,6.8,8.4,7.0,7.2,7.4,7.4,7.0,7.6,8.6,7.0,7.4,7.0,21.8
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,MOTO RYUJI,JPN,Unsu,8.4,7.6,8.6,9.4,7.0,7.2,8.2,8.2,7.6,8.8,9.2,7.0,7.4,8.0,24.08
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,VALDIVIA MIRANDA JORDI,ESP,Suparinpei,8.2,7.6,8.2,8.2,7.0,7.8,7.4,8.2,7.4,8.0,8.6,7.0,7.6,7.2,23.42
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,ANNUNZIATA ERMINIO,ITA,Kanku Sho,7.2,7.0,7.8,8.2,7.0,7.4,7.4,7.0,6.8,8.2,8.4,7.0,7.4,7.2,21.88
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,BESIC AJDIN,AUT,Gojushiho Sho,7.2,7.0,7.4,7.6,7.0,7.0,7.0,6.6,6.8,7.2,7.4,7.0,7.2,6.8,21.14
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,RANDRIANINDRINA TIAVINA,FRA,Suparinpei,7.0,7.2,7.4,8.6,7.0,7.2,7.0,6.6,7.0,6.2,7.4,7.0,6.8,6.8,21.16
Karate1 Series A - Salzburg 2019,Male Kata, 4 / 16,SOFUOGLU ALI,TUR,Gojushiho Dai,8.8,8.0,8.4,9.6,7.0,7.8,8.2,9.2,7.8,8.4,9.4,7.0,7.8,8.4,24.6
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,GUERRINI MAURIZIO,ITA,Anan Dai,7.6,6.4,6.6,7.0,6.8,6.4,7.2,7.4,6.6,6.6,6.8,6.8,6.2,7.2,20.34
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,DUCHAINE GREGOIRE,FRA,Anan Dai,7.8,6.8,7.2,7.4,7.2,7.2,7.4,7.6,7.0,7.6,7.6,7.0,7.2,7.2,21.86
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,KSENOFONTOV MAKSIM,RUS,Gojushiho Sho,7.6,7.0,7.2,8.2,7.2,6.6,7.4,7.4,7.2,7.8,8.2,7.2,7.0,7.6,21.92
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,MORENO-DOMONT MATIAS,SUI,Gojushiho Dai,7.4,5.8,6.0,6.8,6.6,6.8,7.0,7.2,6.0,6.4,6.8,6.6,6.8,7.2,20.2
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,PANETTA FILIPPO,GER,Anan,6.8,6.6,6.8,7.0,7.4,7.0,6.8,6.8,6.8,7.2,6.8,7.0,6.8,6.8,20.54
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,ALMOSAWI SAIED SALMAN,KUW,Gankaku,8.0,7.6,7.8,8.2,7.8,8.0,7.2,8.0,7.6,8.2,8.4,7.8,8.2,7.2,23.72
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,DI GIOVANNI AMEDEO ALESSANDRO,BEL,Gojushiho Sho,7.4,6.6,6.6,7.2,7.4,7.2,6.8,7.2,6.8,7.2,7.2,7.4,7.2,6.8,21.32
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,PHAM FILIP,SWE,Nipaipo,7.4,6.6,7.2,7.0,7.0,7.4,6.8,7.2,6.6,7.2,6.6,6.6,7.6,7.0,21.08
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,HEIJMENS VISSER DAAN,NED,Unsu,6.2,6.4,6.4,6.8,6.8,7.2,7.0,6.2,6.6,6.6,6.6,6.6,7.2,6.8,19.94
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,BATTIOLI RICCARDO,ITA,Gankaku,7.8,6.8,6.8,7.8,8.0,7.4,7.2,7.8,6.6,7.8,8.0,7.8,7.4,7.0,22.58
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,CHEN CHAO CHING,TPE,Suparinpei,7.8,7.2,7.2,7.4,8.2,7.8,7.4,7.6,7.4,7.8,7.8,8.0,8.0,7.6,22.78
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,FERNANDES DAVID,POR,Chatanyara Kushanku,7.2,7.0,7.4,7.2,7.2,7.8,7.2,7.2,7.2,7.4,7.2,7.0,7.6,7.2,21.6
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,MARTIN ROMERO RAUL,ESP,Anan Dai,7.8,7.2,7.2,7.0,7.4,7.4,7.0,7.6,7.4,7.0,7.4,7.2,7.4,7.2,21.86
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,KASSEM KAMAL,EGY,Gankaku,7.4,7.0,7.8,7.6,7.8,7.2,6.8,7.2,7.2,7.6,7.8,7.6,7.0,7.0,22.14
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,YAMADA KAI,JPN,Chatanyara Kushanku,7.8,6.8,7.2,7.0,7.4,7.6,7.4,7.8,7.0,7.8,7.4,7.0,7.4,7.4,22.06
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,SANDU ALEXANDRU,ROU,Suparinpei,7.4,6.4,6.6,6.6,6.6,6.8,7.0,7.2,6.6,7.0,7.0,6.8,6.6,6.8,20.18
Karate1 Series A - Salzburg 2019,Male Kata, 5 / 16,CARLONE GIANLUCA,ITA,Pachu,7.2,6.6,6.8,7.2,7.4,7.2,6.8,7.0,6.8,7.2,7.4,7.4,7.2,6.8,21.26
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,GATCH WILLIAM,USA,Sansai,7.2,7.0,8.0,7.4,7.4,7.2,7.4,7.2,6.8,7.8,7.6,7.2,7.2,7.6,22.0
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,CAPONE LORENZO,ITA,Gojushiho Dai,6.8,6.6,7.2,7.2,7.6,6.8,7.0,6.8,6.4,7.0,7.0,7.4,6.8,6.8,20.88
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,HAYASHIDA CHIKASHI,JPN,Gojushiho Sho,8.0,8.0,8.2,8.2,8.0,7.6,7.8,8.2,8.2,8.2,8.4,7.8,7.0,7.8,24.06
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,SUBOTA UROS,SRB,Kanku Sho,7.4,7.2,7.4,7.0,7.4,7.6,7.4,7.0,7.2,7.4,6.8,7.2,7.8,7.6,22.08
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,KANTOR ZETA,HUN,Suparinpei,7.0,7.0,7.6,7.2,7.4,6.8,7.8,7.2,6.6,7.4,6.8,7.2,6.6,7.6,21.48
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,STEA SAMUEL,ITA,Gojushiho Sho,7.6,7.0,7.8,7.4,8.0,7.2,7.0,7.4,7.4,7.8,7.0,7.8,7.0,7.6,22.26
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,TRAN FABIEN,FRA,Unsu,7.2,5.6,6.2,7.4,7.2,6.8,6.8,6.8,5.6,6.4,7.2,7.0,6.8,7.0,20.74
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,WILLIAMS KARL,ENG,Anan Dai,6.2,5.4,6.6,7.4,6.8,6.6,6.6,6.0,5.2,6.6,7.2,6.6,6.6,6.4,19.74
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,DUHAN DARIUS,SVK,Chatanyara Kushanku,7.6,5.8,7.2,8.0,6.8,6.8,6.6,7.4,6.0,7.2,7.8,6.6,7.0,6.6,20.8
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,SCHOFLEST CHICO ALBERTO,ESP,Papuren,5.8,6.0,7.2,8.4,7.0,6.8,6.6,5.8,6.0,7.0,8.4,7.0,6.8,6.8,20.46
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,BABINSKI BARTLOMIEJ,POL,Unsu,6.8,7.4,7.0,7.4,7.2,7.2,7.2,6.6,7.4,7.0,7.8,7.0,7.0,7.2,21.48
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,SEKKOUR SALAH EDDINE,ALG,Gojushiho Sho,6.8,6.8,6.8,6.8,7.6,6.8,7.6,7.2,7.0,7.0,7.0,7.4,6.8,7.4,20.64
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,YAKAN MEHMET,TUR,Anan,8.0,8.8,8.4,8.0,8.2,7.4,7.8,8.0,9.0,8.2,7.8,8.0,7.6,7.8,24.08
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,ZÍTKO MILAN,CZE,Enpi,7.6,6.2,6.4,7.8,7.8,6.8,6.6,7.8,6.4,6.2,7.6,7.0,7.0,7.0,21.0
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,LUX ROMAN,GER,Kanku Sho,7.2,8.0,7.0,8.2,7.4,7.6,7.2,7.0,7.8,7.0,8.6,7.2,7.4,7.4,22.14
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,CATERINO CIPRIANO,ITA,Gojushiho Dai,7.0,6.6,6.6,8.0,7.8,7.8,7.4,7.4,6.0,6.8,7.6,7.6,7.8,7.4,22.26
Karate1 Series A - Salzburg 2019,Male Kata, 6 / 16,GALAN LOPEZ SERGIO,ESP,Suparinpei,8.4,8.8,8.2,8.4,8.4,8.0,7.8,8.6,9.2,8.0,8.6,8.2,8.0,8.0,24.94
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,PINTADO ASTORKIZA EKAITZ,ESP,Gojushiho Sho,6.8,7.4,6.8,6.8,7.6,8.4,8.2,6.6,7.6,7.2,6.8,7.4,8.0,8.0,21.92
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,CHERNIAYEV ALEXANDER,UKR,Unsu,6.6,6.0,6.0,6.8,7.4,8.0,8.0,6.8,7.2,7.0,6.6,7.2,7.8,8.2,20.98
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,NISHIYAMA KAKERU,JPN,Sansai,7.6,8.2,7.6,7.6,7.8,8.4,8.8,7.2,7.6,8.2,7.8,7.8,8.4,8.8,23.66
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,RAKIĆ DAVID,AUT,Gojushiho Dai,7.2,6.4,6.6,6.8,7.8,8.4,7.8,7.0,6.4,6.8,6.6,7.6,8.6,7.6,21.68
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,PETRILLO DANIELE,ITA,Ohan,6.8,6.6,6.8,7.2,7.8,7.8,8.2,7.0,6.8,7.2,7.0,7.6,7.8,7.8,21.8
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,TRABUIO FABIO,ITA,Unsu,7.0,6.6,6.8,7.2,7.6,8.2,8.4,6.8,6.6,6.8,7.4,7.4,8.0,8.4,21.74
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,SZAFRANEK JORDAN,SCO,Anan Dai,6.8,6.8,6.0,7.0,7.4,7.4,7.4,6.2,7.0,6.6,7.0,7.4,7.4,7.6,21.26
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,PLAMONT MARC,FRA,Chatanyara Kushanku,7.2,7.2,6.0,7.0,7.6,7.4,7.4,6.6,6.8,6.4,6.8,7.4,7.2,7.4,21.5
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,STRAUB FABIAN,GER,Kanku Sho,7.4,7.0,5.6,7.0,7.4,8.4,7.2,7.2,6.6,6.6,7.2,7.4,8.2,7.8,21.66
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,SKITNJA SAVO,SRB,Kanku Sho,7.0,7.2,6.2,7.0,7.8,8.0,7.8,6.6,7.4,7.0,7.2,7.8,7.8,7.6,22.06
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,SZILAGYI GERGO,HUN,Suparinpei,7.6,6.2,7.2,7.4,7.6,8.2,8.4,7.4,6.6,7.0,7.2,7.6,8.2,8.6,22.48
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,STOWELL MASON,USA,Anan Dai,7.4,8.2,7.6,7.6,7.6,8.4,8.0,7.2,8.0,7.8,7.4,7.4,8.4,8.4,23.2
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,ELKOUMY ALI,EGY,Unsu,8.4,7.8,6.8,7.6,7.8,8.8,8.6,8.2,8.0,7.6,7.8,7.8,8.6,8.8,24.0
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,KOZHEVNIKOV NIKOLAI,RUS,Kanku Sho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,TARASHKEVITCH ALIAKSEI,BLR,Suparinpei,8.0,7.6,7.6,7.4,7.6,9.0,8.6,7.8,7.8,7.4,7.2,7.6,9.0,8.6,23.2
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,PARISI MIRKO ORONZO,ITA,Gojushiho Dai,7.0,6.4,6.4,7.2,7.4,8.2,6.8,7.2,6.4,6.8,7.0,7.6,8.0,7.6,21.24
Karate1 Series A - Salzburg 2019,Male Kata, 7 / 16,NIKOČEVIĆ KENAN,MNE,Gankaku,6.8,6.8,5.4,7.2,7.6,7.0,7.8,7.0,6.6,6.8,7.4,7.6,6.8,7.8,21.06
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,BEVERLY MATTHEW SCOTT,ITA,Chatanyara Kushanku,6.0,6.8,6.6,6.4,7.0,7.2,7.8,6.0,6.8,6.4,6.6,6.8,7.0,7.6,20.34
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,TARDÍO ROYO MARIO,ESP,Unsu,7.8,7.4,7.2,7.4,7.2,7.8,8.4,6.0,7.6,7.4,7.6,7.4,7.8,8.4,22.6
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,SOLOMUN  NIKOLA,CRO,Unsu,6.8,7.2,6.8,6.2,6.8,7.6,8.2,6.6,7.2,6.6,6.4,7.0,7.6,8.0,20.8
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,LU JINCHUN,CHN,Chatanyara Kushanku,7.2,7.6,7.4,5.8,7.2,7.8,7.8,7.6,7.2,7.6,6.4,7.0,7.8,7.6,21.94
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,MICKAILOU IBRAHIM MOUSSA,NIG,Gojushiho Sho,6.0,6.6,5.6,5.2,6.0,6.6,6.0,6.0,6.4,5.4,5.4,5.8,7.0,5.8,17.88
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,NEDELKOVSKI ALEKSANDAR,MKD,Gojushiho Dai,7.8,7.6,7.8,5.8,7.4,7.8,8.4,8.0,7.6,8.0,7.0,7.2,7.8,8.4,23.26
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,LIM CHEE WEI,MAS,Chatanyara Kushanku,8.2,7.8,8.4,7.2,7.2,8.0,8.8,8.0,7.6,8.6,7.8,7.4,8.0,8.6,23.94
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,CHIO CHAN MAN,MAC,Anan,7.8,7.4,7.8,7.8,7.4,7.6,8.2,7.6,7.6,8.0,7.8,7.4,7.4,8.2,23.14
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,MUCCIOLI MATTEO,SMR,Enpi,6.0,6.8,5.4,5.4,6.0,6.6,7.0,6.0,6.8,5.6,6.4,5.8,7.0,6.8,18.78
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,CRICCO ALESSANDRO,ITA,Pachu,7.8,7.6,8.2,7.4,7.8,7.8,8.8,7.8,7.8,8.2,8.0,7.8,7.8,8.6,23.46
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,MOKWUNYE HEZEKIAH,NGR,Paiku,7.8,7.0,7.8,6.8,7.0,7.4,7.4,7.6,7.0,7.8,7.0,7.4,7.4,7.4,21.92
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,HARTL BOR,SLO,Gojushiho Dai,7.4,7.6,7.6,5.4,7.8,7.6,8.4,7.8,7.6,7.8,7.0,7.6,7.6,8.2,22.86
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,KINJO ARATA,JPN,Ohan,8.6,8.0,8.4,7.8,8.2,8.2,9.2,8.4,8.0,8.6,8.2,8.0,8.0,9.2,24.74
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,ELHANNI MOHAMMED,MAR,Unsu,7.6,7.8,8.2,8.2,8.0,8.0,8.8,8.2,8.0,8.4,8.2,8.2,8.0,8.8,24.32
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,RUSSO JAMES,ITA,Suparinpei,7.2,7.2,6.6,7.2,7.8,7.6,8.2,7.2,7.0,6.8,7.6,7.6,7.6,8.0,22.12
Karate1 Series A - Salzburg 2019,Male Kata, 8 / 16,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,Kururunfa,8.2,8.6,8.4,8.4,8.4,8.4,9.4,8.6,8.4,8.0,8.4,8.6,8.2,9.4,25.26
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,NGOAN FRANCK,FRA,Unsu,7.6,7.4,7.8,7.6,6.4,7.6,6.6,8.0,7.4,8.0,7.4,6.6,7.8,6.6,22.6
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,VENDEMIA FRANCESCO,ITA,Unsu,7.6,7.2,7.2,7.8,6.2,7.8,6.4,8.2,7.4,7.4,7.6,6.6,7.8,6.2,22.12
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,BAH MANSOUR.,GUI,Gojushiho Sho,6.6,7.0,6.4,6.6,5.6,7.2,6.0,6.8,7.0,6.6,6.2,5.6,7.4,5.8,19.6
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,DURAN KUTLUHAN,TUR,Gojushiho Sho,8.2,7.6,8.2,8.6,7.2,8.0,7.4,8.4,7.8,8.4,8.6,7.4,8.0,7.2,23.92
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,YAMAZAKI FUMIYA,JPN,Suparinpei,8.8,7.8,7.2,8.4,7.0,7.8,7.8,8.6,7.6,7.6,8.4,7.4,7.8,7.8,23.34
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,KULYK VITALIY,UKR,Suparinpei,8.0,7.4,7.4,7.6,6.4,7.4,7.0,8.2,7.6,7.2,7.4,6.8,7.6,6.8,22.2
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,BELLOTTO FRANCESCO,ITA,Gojushiho Sho,6.4,7.4,6.4,6.4,5.8,6.2,6.0,6.6,7.2,6.6,6.4,5.4,6.4,5.6,19.12
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,VALET PATRICK,AUT,Anan Dai,7.8,7.6,7.6,6.8,6.6,7.4,7.2,8.2,7.4,8.0,6.8,6.8,7.4,7.0,22.08
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,PIŠTA JAROSLAV,SVK,Chatanyara Kushanku,7.4,7.6,6.8,6.8,6.2,6.8,7.2,7.8,7.4,6.8,6.6,6.0,7.0,6.8,20.74
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,GODA LÓPEZ MARCOS,ESP,Unsu,8.0,7.8,7.6,7.2,6.4,6.6,7.4,7.6,7.4,8.0,6.8,6.2,7.0,7.0,21.96
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,SALSA SIMONE,ITA,Pachu,8.2,7.8,7.6,7.4,6.6,7.4,7.6,8.0,7.6,7.8,7.2,6.8,7.4,7.4,22.54
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,NUNKOO KIERAN,ENG,Anan Dai,7.2,7.6,7.0,7.2,6.4,7.4,7.4,7.6,7.4,7.2,7.0,6.6,7.2,7.4,21.8
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,ZARA GABRIELE,ITA,Gankaku,7.2,7.6,7.4,7.6,7.0,7.4,7.6,7.4,7.4,7.6,7.2,7.2,7.2,7.2,22.22
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,TAS YANIS,ALG,Papuren,7.0,7.4,6.8,7.4,6.0,7.4,6.6,7.4,7.2,7.2,7.4,6.2,7.4,6.6,21.38
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,BRANDA ŠIMON,CZE,Gojushiho Sho,7.4,7.6,7.2,7.6,6.8,7.2,7.0,7.2,7.4,7.6,7.4,6.8,7.2,7.0,21.8
Karate1 Series A - Salzburg 2019,Male Kata, 9 / 16,TOMICZEK MATEUSZ,POL,Gojushiho Sho,8.2,7.6,8.2,7.8,6.6,6.8,7.4,7.8,7.4,8.6,7.6,6.8,7.2,7.4,22.68
Karate1 Series A - Salzburg 2019,Male Kata, 10 / 16,PIÑANGO HERRERA FERNANDO,ESP,Unsu,6.6,7.8,6.4,7.6,7.6,6.8,7.8,6.8,7.6,6.2,7.8,7.4,6.8,8.0,21.94
Karate1 Series A - Salzburg 2019,Male Kata, 10 / 16,VON MINDEN JAN-NIKLAS,GER,Unsu,6.8,7.2,6.2,7.0,7.4,6.4,7.4,6.6,7.2,6.0,7.2,7.2,6.4,7.8,21.0
Karate1 Series A - Salzburg 2019,Male Kata, 10 / 16,MANGANO LUCA,ITA,Gojushiho Dai,7.2,8.2,7.6,7.6,7.8,6.6,7.2,7.2,8.2,7.6,7.6,7.6,6.4,7.4,22.46
Karate1 Series A - Salzburg 2019,Male Kata, 10 / 16,NGUYEN THANH TUNG,HUN,Sansai,7.0,7.4,7.2,7.2,6.8,7.0,6.8,6.4,7.2,7.0,7.0,6.8,7.4,7.0,21.14
Karate1 Series A - Salzburg 2019,Male Kata, 10 / 16,CEROVIC LUKA,SRB,Unsu,6.6,8.4,7.8,7.6,7.6,7.2,8.0,7.6,8.4,8.2,8.2,7.4,7.4,8.2,23.3
