Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,HAYASHIDA CHIKASHI,JPN,099 Unsu,8.4,8.6,8.8,8.4,8.6,8.8,8.6,8.8,8.4,8.8,8.6,8.6,8.6,8.8,25.86
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,SHIMBABA ISSEI,JPN,002 Anan Dai,9.2,9.0,8.6,8.2,8.6,8.4,9.2,9.0,8.8,8.6,8.4,8.6,8.2,8.6,26.08
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,GOKTAS EMRE VEFA,TUR,015 Gankaku,9.6,9.2,8.8,8.8,8.4,8.6,8.4,9.4,9.2,9.0,9.0,8.4,8.4,8.8,26.38
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,KINJO ARATA,JPN,064 Ohan Dai,8.6,8.4,8.8,9.0,8.4,8.2,8.4,9.0,8.0,8.8,9.0,8.2,8.2,8.6,25.46
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,YONEYAMA YUSUKE,JPN,001 Anan,7.8,8.0,8.8,8.4,8.2,8.2,8.6,8.2,8.0,8.6,8.4,8.2,8.0,8.4,24.8
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,IKEDA RYUSEI,JPN,002 Anan Dai,8.6,8.4,9.0,8.2,8.2,8.4,8.2,8.6,8.2,9.0,8.6,8.2,8.2,8.2,25.0
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,NISHIYAMA KAKERU,JPN,068 Papuren,8.8,8.0,9.2,9.2,8.8,8.8,9.0,8.8,8.0,9.0,8.8,8.6,8.6,8.8,26.48
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,MARTINEZ JOSEPH,USA,079 Sanseiru,7.8,8.2,7.0,7.8,7.4,7.2,7.8,7.6,8.0,7.2,7.6,7.6,7.0,7.6,22.94
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,SOFUOGLU ALI,TUR,021 Gojushiho Sho,9.0,8.0,8.0,8.0,7.8,8.0,7.8,8.8,7.8,8.0,7.8,7.6,8.0,7.8,23.88
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,AYATO KAI,JPN,021 Gojushiho Sho,8.2,8.0,7.6,7.8,7.4,8.2,8.0,8.0,7.8,7.6,7.4,7.6,7.8,8.0,23.62
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,TORRES GUTIERREZ ARIEL,USA,047 Kururunfa,8.4,8.2,7.4,8.0,7.8,7.6,8.2,8.2,8.0,7.6,7.8,7.8,7.4,8.2,23.88
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,KIKUCHI RYONOSUKE,JPN,002 Anan Dai,8.0,8.6,7.8,8.2,7.8,8.0,8.2,8.2,8.4,8.2,8.2,8.0,7.8,8.0,24.26
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,MOTO KAZUMASA,JPN,099 Unsu,8.8,8.6,8.2,7.8,7.6,8.2,7.8,9.0,8.4,8.0,7.6,7.8,8.0,7.6,24.08
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,CHEN CHAO CHING,TPE,092 Suparinpei,8.0,8.2,7.6,8.0,7.8,7.2,7.8,8.0,8.2,7.8,7.8,8.0,7.0,7.6,23.6
Karate1 Series A - Santiago 2019,Male Kata R4-G2, 1 / 1,TOZAKI GAKUJI,USA,049 Kyan No Chinto,8.6,8.0,7.8,8.2,7.6,7.6,8.0,8.4,7.8,7.4,8.0,7.6,7.4,7.8,23.62
Karate1 Series A - Santiago 2019,Male Kata R4-G2 Tie Match 1-3, 1 / 1,TORRES GUTIERREZ ARIEL,USA,090 Shisochin,8.4,7.8,7.6,8.2,7.4,7.6,8.0,8.2,7.8,7.8,8.0,7.6,7.4,7.8,23.4
Karate1 Series A - Santiago 2019,Male Kata R4-G2 Tie Match 1-3, 1 / 1,SOFUOGLU ALI,TUR,041 Kanku Sho,8.6,8.2,8.0,8.2,7.8,8.2,7.8,8.6,8.0,7.8,8.2,8.0,8.0,7.8,24.28
Karate1 Series A - Santiago 2019,Male Kata R5 Bronze Medal Match 1, 1 / 1,SOFUOGLU ALI,TUR,078 Sansai,8.8,8.8,8.6,9.4,8.4,8.2,8.6,8.8,8.6,8.8,9.2,8.6,8.2,8.4,26.0
Karate1 Series A - Santiago 2019,Male Kata R5 Bronze Medal Match 1, 1 / 1,GOKTAS EMRE VEFA,TUR,021 Gojushiho Sho,8.4,9.0,8.4,9.0,8.0,8.0,8.2,8.4,8.8,8.6,9.4,8.4,8.0,9.0,25.24
Karate1 Series A - Santiago 2019,Male Kata R5 Bronze Medal Match 2, 1 / 1,MOTO KAZUMASA,JPN,015 Gankaku,9.0,8.6,9.0,8.2,8.6,8.4,9.2,9.0,8.8,8.8,8.8,9.0,8.4,9.6,26.32
Karate1 Series A - Santiago 2019,Male Kata R5 Bronze Medal Match 2, 1 / 1,SHIMBABA ISSEI,JPN,008 Chatanyara Kushanku,8.8,8.6,8.6,8.6,8.4,8.2,8.8,8.8,8.4,8.6,8.6,8.8,8.0,8.6,25.8
Karate1 Series A - Santiago 2019,Male Kata R5 Gold Medal Match, 1 / 1,KIKUCHI RYONOSUKE,JPN,001 Anan,8.6,9.0,8.4,9.2,8.4,8.8,8.2,8.8,9.4,8.2,9.2,8.6,8.8,8.4,25.92
Karate1 Series A - Santiago 2019,Male Kata R5 Gold Medal Match, 1 / 1,NISHIYAMA KAKERU,JPN,009 Chibana No Kushanku,9.2,9.4,8.4,8.8,8.4,8.0,8.4,9.4,9.2,8.2,8.8,8.4,8.2,8.6,25.66
Karate1 Series A - Santiago 2019,Male Kata Tie Match 4-6, 1 / 1,ALASMARI MESFER,KSA,020 Gojushiho Dai,7.8,7.4,8.0,8.6,7.6,7.2,7.0,8.0,7.2,8.2,8.6,7.4,7.0,7.4,22.8
Karate1 Series A - Santiago 2019,Male Kata Tie Match 4-6, 1 / 1,SHAWKY AHMED,EGY,099 Unsu,8.4,7.8,8.2,7.6,7.8,7.6,7.4,8.4,7.6,8.0,7.4,8.0,7.6,7.6,23.2
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,KOLB RACHEL,USA,Anan,6.4,6.6,6.2,6.0,6.2,5.8,5.8,6.2,6.6,6.2,6.0,6.0,5.6,6.2,18.4
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,VANUSANIKOVA JANA,SVK,Papuren,7.6,7.4,7.2,7.2,7.2,7.2,7.2,7.8,7.4,7.0,7.4,7.0,7.4,7.6,21.78
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,DE LA PAZ CAROL,CHI,Papuren,7.2,7.2,7.2,7.6,7.4,7.0,7.4,7.2,7.2,7.2,7.2,7.2,6.8,7.6,21.74
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,CHIEN HUI-HSUAN,TPE,Kururunfa,7.6,7.8,7.2,8.0,7.6,7.8,7.8,7.6,7.8,7.4,7.8,7.4,8.0,8.2,23.2
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,TRAHAN-PERREAULT DAPHNE,CAN,Suparinpei,7.4,7.4,7.4,8.2,7.0,7.0,7.2,7.2,7.4,7.0,7.6,6.8,6.6,6.4,21.7
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,ANACAN ALEXANDREA,NZL,Papuren,8.0,7.8,7.4,7.6,7.6,8.2,8.2,8.0,7.6,7.4,8.4,7.6,8.0,7.8,23.4
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,XENOU GEORGIA ARCHONTIA,GRE,Anan Dai,7.6,7.6,7.6,8.0,7.8,7.6,7.8,7.6,7.6,7.2,8.2,7.6,7.4,7.4,22.88
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,JUETTNER JASMIN,GER,Gojushiho Dai,7.8,7.4,7.6,8.2,7.8,7.4,7.4,7.4,7.6,7.4,8.4,7.8,7.2,7.2,22.68
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,BABUR SAYERA,CAN,Kanku Sho,7.0,6.4,6.0,6.4,5.8,5.8,5.6,7.0,6.4,6.0,6.2,5.2,5.6,5.4,18.08
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,YANAGISAWA KAZUKI,JPN,Suparinpei,7.2,7.6,7.4,8.4,7.2,8.2,8.0,7.0,7.4,7.2,8.0,7.0,7.8,7.8,22.82
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,BAILLARGEON MELISSA,CAN,Anan Dai,7.6,7.4,7.4,8.0,7.4,8.0,8.6,7.6,7.4,7.4,8.4,7.0,8.0,8.4,23.0
Karate1 Series A - Montreal 2019,Female Kata, 1 / 8,KOKUMAI SAKURA,USA,Chibana No Kushanku,8.4,8.2,7.8,8.8,8.2,8.4,8.4,8.2,8.4,8.0,8.8,8.0,8.6,8.6,25.06
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,MCLAREN MICHELLE,AUS,Suparinpei,6.4,6.8,6.0,5.8,6.0,6.6,6.4,6.2,6.8,6.0,5.4,6.0,6.8,6.6,18.8
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,SCHOPCHAKI THAINAN,BRA,Suparinpei,6.6,7.4,6.8,7.2,7.2,7.4,7.2,6.6,7.4,6.6,7.0,7.4,7.6,7.4,21.66
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,TSUTSUI-KUNITAKE AKEMI,USA,Papuren,7.2,7.6,7.0,7.0,7.8,7.8,7.6,6.6,7.6,6.8,7.2,7.6,7.6,7.8,22.4
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,SALCEDO HERMOZA SAIDA KARLEN,PER,Unsu,7.8,7.8,7.6,7.2,6.8,8.2,7.8,7.8,8.0,7.4,7.4,7.0,7.8,8.2,23.14
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,MORIN LÉA,CAN,Chatanyara Kushanku,7.4,7.6,7.2,7.4,7.4,8.0,8.0,7.2,7.8,7.0,7.2,7.6,8.0,8.0,22.46
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,CRUZ ROMANO VICTORIA,MEX,Chatanyara Kushanku,7.6,7.4,7.0,7.2,7.8,7.8,7.8,7.4,7.6,7.2,7.6,7.6,7.8,7.6,22.8
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,VEGA LETAMENDI MARTA,ESP,Anan Dai,7.2,7.6,8.4,7.4,8.4,7.6,8.0,7.4,7.8,8.2,7.6,8.2,7.6,7.8,23.2
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,MIRALLES OLLER CHARLOTTE,FRA,Anan,6.2,7.2,7.2,6.4,6.8,7.2,7.4,6.2,7.4,6.6,7.0,6.6,7.0,7.6,21.02
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,KOKUBO URARA,JPN,Suparinpei,8.4,7.8,9.0,8.6,8.4,8.6,7.4,8.2,7.8,8.8,9.0,8.2,8.6,7.6,25.28
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,RHÉAUME ROSE,CAN,Papuren,7.8,7.6,8.0,8.2,7.8,7.8,8.2,7.6,7.6,7.8,8.2,7.8,7.4,8.0,23.48
Karate1 Series A - Montreal 2019,Female Kata, 2 / 8,BOTTARO VIVIANA,ITA,Anan Dai,8.6,8.4,9.4,8.6,8.4,8.8,7.8,8.6,8.4,9.2,9.0,8.4,8.4,8.0,25.54
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,PAYNE NATALIE,ENG,Anan Dai,7.0,7.6,6.8,7.6,7.8,6.8,7.6,6.8,7.4,6.6,7.4,8.0,7.2,7.6,22.14
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,D ONOFRIO TERRYANA,ITA,Ohan,6.6,7.0,7.6,7.2,8.4,7.0,7.8,6.4,7.2,7.4,7.2,8.6,7.0,7.4,21.8
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,LAROSE-CARIGNAN ROXANNE,CAN,Suparinpei,6.4,7.2,6.2,7.4,7.0,7.2,7.4,6.2,7.2,6.2,7.0,6.0,6.8,7.4,20.98
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,KLISARA MONIKA,CAN,Gojushiho Sho,7.6,6.8,7.4,7.6,9.0,7.4,7.2,7.4,7.0,7.4,7.4,8.8,7.2,7.0,22.28
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,TANAKA MISAKI,JPN,Anan,8.8,8.6,8.4,8.6,9.4,7.8,8.0,8.6,8.4,8.2,8.4,8.2,7.4,8.2,25.36
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,HERRERA FABIANNA,USA,Suparinpei,6.8,6.4,6.0,6.6,5.6,6.4,6.8,6.6,6.2,6.0,6.4,5.8,6.6,6.8,19.34
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,HYPOLITO NAOMI,BRA,Gojushiho Sho,7.4,6.8,6.4,7.8,7.4,7.6,7.4,7.2,7.0,6.2,8.0,8.2,7.4,7.2,22.08
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,SAMPANI IOANNA MARIA,AUS,Ohan,6.4,6.6,6.6,7.4,7.6,7.0,7.6,6.2,6.6,6.6,7.2,8.8,7.0,7.8,20.94
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,THIBOUTÔT HÉLOÏSE,CAN,Tomari Bassai,6.2,6.2,7.0,6.4,5.4,6.4,6.6,6.0,6.2,6.8,6.2,6.2,6.6,6.6,19.0
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,BRAZDOVA EMA,SVK,Papuren,8.4,6.2,7.8,7.8,9.6,7.0,8.0,8.2,6.4,7.8,7.6,6.0,7.2,7.8,23.3
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,WEVER DENISE,GUA,Papuren,8.0,7.0,8.0,7.0,6.0,7.4,7.2,7.8,7.2,8.0,6.8,8.0,7.0,7.2,21.78
Karate1 Series A - Montreal 2019,Female Kata, 3 / 8,ONO HIKARU,JPN,Anan,9.0,8.4,8.2,8.4,9.0,8.4,8.4,8.8,8.4,8.2,8.4,9.8,8.4,8.6,25.26
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,TAIRA SAE,JPN,Unsu,8.4,7.4,9.0,8.2,8.4,8.0,8.2,8.0,7.6,8.8,8.2,8.6,8.0,8.0,24.62
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,NELSON JAYCIE,USA,Papuren,7.4,7.0,8.0,8.0,7.2,7.0,6.6,7.2,7.0,7.8,7.8,7.0,6.8,6.2,21.48
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,SANTINI CARLA,CAN,Enpi,5.2,5.4,5.0,5.0,5.0,5.0,5.0,5.2,5.4,5.2,5.0,5.0,5.0,5.0,15.06
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,DE LA RUE VILLALPANDO CINTHIA,MEX,Suparinpei,8.0,7.0,8.8,8.0,8.0,6.8,7.6,7.8,7.0,8.6,8.0,7.8,6.8,7.4,23.42
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,LE BORGNE MARINE,FRA,Anan Dai,6.6,6.2,8.8,7.2,6.4,7.2,7.0,6.4,6.8,8.4,7.0,6.2,7.0,6.8,20.74
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,ALMARZA ROSA,PER,Unsu,7.4,7.0,7.4,7.6,8.0,7.8,7.8,7.4,7.0,8.0,7.4,8.0,7.8,8.0,22.92
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,LOPEZ PINTADO MARIA,ESP,Chatanyara Kushanku,7.0,6.8,8.2,8.0,8.2,7.6,8.6,7.0,6.6,9.0,7.8,8.6,7.6,8.4,23.8
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,ALMUTAWA YASMEEN,KUW,Gojushiho Dai,6.2,6.0,5.4,6.8,6.0,5.6,6.2,6.0,5.8,5.0,6.4,6.0,5.4,6.0,18.08
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,GAUTHIER MARTINE,CAN,Chatanyara Kushanku,6.6,6.2,6.6,6.4,6.4,6.0,6.4,6.8,6.2,5.4,6.0,6.2,5.8,6.0,18.9
Karate1 Series A - Montreal 2019,Female Kata, 4 / 8,YIP CHING YEE,HKG,Papuren,8.2,7.0,8.4,7.8,7.8,7.4,8.2,8.2,7.4,7.8,8.0,7.8,7.2,8.0,23.74
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,FERACCI ALEXANDRA,FRA,Papuren,6.8,6.4,8.4,6.8,7.8,7.8,7.8,7.0,6.2,8.2,7.2,7.6,7.8,8.0,22.46
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,TAKEHARA YUNA,JPN,Papuren,7.2,6.6,8.6,8.0,7.2,8.2,7.8,7.2,6.4,8.0,8.6,7.0,8.0,7.8,23.0
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,LEMOYNE-ELLIOTT CHRISTINA,CAN,Unsu,6.4,6.0,5.8,6.8,6.4,6.4,6.2,6.2,6.2,5.8,6.6,6.2,6.4,6.4,18.94
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,NOVO  YOUNMI,BEL,Kanku Sho,6.6,6.2,7.4,7.4,7.4,7.6,7.6,6.6,6.6,7.2,7.6,7.4,7.4,7.0,22.02
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,KRO EMILY,AUS,Gojushiho Dai,6.6,6.0,7.0,7.8,6.6,7.2,6.8,6.8,6.6,6.8,7.6,7.2,7.0,7.4,20.58
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,PEREIRA SABRINA,BRA,Gojushiho Dai,6.8,6.4,7.2,8.4,7.0,6.0,6.6,7.2,6.8,7.2,8.8,7.2,5.8,7.2,20.76
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,JACQUES ÉMMANUELLE,CAN,Unsu,6.4,5.8,6.6,6.8,7.0,6.4,6.4,6.6,6.0,6.6,7.2,7.2,6.0,6.2,19.4
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,BACIKOVA LUDMILA,SVK,Papuren,6.8,6.2,7.2,7.8,7.4,7.8,7.8,6.8,6.0,7.4,7.4,7.4,7.6,7.6,22.34
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,KWONG JESSICA,USA,Anan,7.4,6.6,8.2,8.4,8.0,8.4,8.4,7.4,6.8,8.2,8.8,8.2,8.4,8.2,24.6
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,BECHANE IRENE,MOZ,Papuren,6.6,5.6,5.8,6.0,6.2,7.0,6.2,6.8,6.0,5.6,5.8,7.0,6.8,6.4,18.64
Karate1 Series A - Montreal 2019,Female Kata, 5 / 8,IWAMOTO EMIRI,JPN,Anan,7.8,7.6,9.2,8.6,8.8,8.2,8.6,7.6,7.4,9.0,9.0,8.6,8.2,8.2,25.28
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,MARK MELINDA,SUI,Paiku,7.6,7.2,7.6,6.6,6.4,7.0,6.6,7.6,7.4,7.4,6.6,6.6,7.2,7.4,21.16
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,RUTHVEN EMMA,SCO,Chatanyara Kushanku,8.0,7.4,6.6,6.0,6.2,7.2,7.8,7.8,7.2,6.4,6.2,6.4,7.2,7.6,21.08
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,GALTUNG IRENE,NOR,Gojushiho Dai,6.2,6.6,6.0,5.4,6.0,6.6,6.4,6.0,6.2,7.0,5.4,5.4,6.6,6.6,18.66
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,SOLDANO SARA,ITA,Anan Dai,8.0,7.6,6.8,7.0,6.4,7.2,7.0,7.8,8.0,6.8,7.2,6.4,7.4,7.4,21.44
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,SEIWADA MASAMI,JPN,Kururunfa,8.4,8.8,9.0,9.0,7.4,8.0,8.6,8.2,8.4,9.2,8.8,7.4,8.2,8.4,25.56
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,MEANDRO MARISSA,CAN,Chatanyara Kushanku,7.8,7.8,8.0,6.4,7.0,7.6,7.4,7.6,7.4,7.8,6.2,7.0,7.6,7.4,22.68
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,NGO HA THI,CAN,Anan Dai,8.8,8.4,8.8,7.6,7.0,7.6,7.8,8.8,8.4,8.8,7.8,7.2,7.8,7.6,23.86
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,MAHONEY KASSIDY,USA,Gankaku,5.8,6.2,5.6,5.4,5.6,6.8,6.6,5.6,6.2,5.8,5.4,5.6,6.6,6.4,17.6
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,CONTRERAS APODACA PAMELA,MEX,Papuren,8.0,8.0,8.6,7.4,7.4,8.0,8.0,7.8,7.8,8.4,7.8,7.2,7.8,7.8,23.82
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,MORENO WILKINSON JESSICA,ESP,Anan Dai,7.8,8.2,7.6,6.6,6.6,7.4,7.2,7.8,8.2,7.8,6.8,6.6,7.4,7.2,22.26
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,LUGO SUSANA,CAN,Suparinpei,6.4,6.6,6.4,6.2,5.8,6.6,6.8,6.2,6.2,6.6,6.2,6.0,6.6,7.0,19.28
Karate1 Series A - Montreal 2019,Female Kata, 6 / 8,LAU MO SHEUNG GRACE,HKG,Tomari Bassai,8.6,9.2,8.6,7.8,7.6,8.0,7.8,8.6,9.4,8.4,8.4,8.0,8.4,8.2,24.64
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,LAOS LOO CLAUDIA,CAN,Papuren,7.6,8.0,7.2,7.4,7.6,7.8,7.0,7.6,7.4,7.4,7.4,7.4,7.6,6.8,22.48
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,MOTA NICOLE,BRA,Chatanyara Kushanku,8.0,6.8,7.0,7.0,7.2,8.0,5.8,8.2,7.2,7.6,7.6,7.6,7.4,5.6,21.62
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,MERASICKA NIKOLETA,SVK,Suparinpei,7.8,6.8,7.2,6.6,6.8,8.2,5.6,8.0,6.8,7.2,7.2,7.0,7.8,5.4,20.98
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,LOPEZ PINTADO TERESA,ESP,Papuren,8.0,6.4,7.4,7.2,7.0,8.4,6.0,7.6,6.6,7.0,6.8,6.4,8.0,6.0,21.24
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,DICKINSON MEEZAAN,AUS,Gojushiho Dai,8.2,7.2,7.0,7.6,6.6,7.4,6.8,7.6,7.4,7.2,8.0,7.4,7.8,6.4,21.84
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,MARIEN VALÉRIE,CAN,Nipaipo,7.2,5.8,6.6,5.6,6.0,7.4,5.0,7.0,5.6,6.8,6.2,6.0,7.6,5.0,18.58
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,QUIROZ CASTILLO YANETH,MEX,Papuren,8.2,7.4,7.6,8.2,7.8,8.6,7.2,7.8,7.0,7.6,7.6,7.6,8.4,7.2,23.36
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,BABUR FARIDA,CAN,Bassai Dai,7.4,6.2,5.8,5.4,5.6,7.2,5.2,7.2,6.2,5.8,6.4,5.8,7.4,5.2,17.84
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,FLYNN UNA,IRL,Suparinpei,7.0,6.6,5.8,6.0,5.8,7.6,5.4,7.2,6.4,6.0,6.4,5.6,7.4,5.4,18.52
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,SCORDO SANDY,FRA,Gojushiho Sho,8.6,8.4,8.4,8.0,8.0,8.6,7.6,8.4,8.2,8.4,8.4,8.4,8.4,7.8,24.92
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,ONO MAHO,JPN,Anan,8.4,8.6,8.4,8.8,8.6,8.6,7.8,8.6,8.8,8.6,8.2,8.4,8.8,8.0,25.6
Karate1 Series A - Montreal 2019,Female Kata, 7 / 8,ELTEMUR DILARA,TUR,Suparinpei,8.8,8.4,7.8,8.6,8.2,8.4,6.6,8.4,8.4,8.2,8.2,8.0,8.6,6.8,24.94
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,HOINVILLE KELLY,AUS,Papuren,7.4,7.4,6.4,6.4,6.8,6.4,7.2,7.0,7.0,6.2,6.0,6.4,6.0,7.0,20.16
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,SCHOPCHAKI THAWANNA,BRA,Chatanyara Kushanku,6.8,6.8,7.0,6.0,6.6,5.8,6.8,6.6,6.6,7.0,5.8,6.4,5.6,6.8,20.02
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,OVECKOVA ALZBETA,SVK,Anan Dai,7.6,7.2,8.2,7.4,6.8,7.0,8.4,7.6,7.4,8.0,7.2,6.6,6.8,8.2,22.2
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,TERAGOUCHI MIKA,USA,Chatanyara Kushanku,6.8,6.6,7.2,7.0,6.8,6.6,7.6,6.4,6.2,7.2,6.6,6.4,6.2,7.4,20.24
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,UMEKAGE YUI,JPN,Anan,8.6,8.4,9.2,8.4,7.8,7.8,7.2,8.4,8.6,8.8,8.2,7.4,7.6,7.0,24.48
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,REYES CARLA,CAN,Anan Dai,7.4,7.6,5.4,6.8,6.6,6.0,6.8,7.2,7.8,5.4,6.4,6.2,6.0,6.8,19.96
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,KARLSSON MIA,SWE,Anan,7.8,7.0,8.4,7.8,6.8,6.6,8.0,7.6,7.6,8.4,7.4,6.6,6.2,7.8,22.6
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,BROWN ZOE,CAN,Papuren,7.0,7.8,6.6,6.6,6.8,5.6,8.2,6.6,7.2,6.0,6.6,6.6,5.4,8.0,20.22
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,ALMUTAWA SALMA,KUW,Unsu,6.4,6.4,5.2,5.6,5.8,5.4,7.0,6.0,6.6,5.2,6.0,5.6,5.2,6.8,17.74
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,DIMITROVA MARIA,DOM,Anan,8.2,7.8,7.8,8.0,6.8,6.6,8.6,8.0,7.4,7.6,8.2,6.8,6.6,8.4,23.42
Karate1 Series A - Montreal 2019,Female Kata, 8 / 8,ROMANI SOL MARIA,PER,Unsu,7.6,8.0,8.2,7.0,6.6,6.4,8.4,7.6,8.0,8.0,7.2,6.4,6.4,8.2,22.66
Karate1 Series A - Montreal 2019,Female Kata R2-G1, 1 / 1,BAILLARGEON MELISSA,CAN,Chibana No Kushanku,6.8,6.8,8.4,7.6,7.4,7.8,7.8,6.8,7.2,8.2,7.4,7.4,8.2,7.6,22.68
Karate1 Series A - Montreal 2019,Female Kata R2-G1, 1 / 1,CHIEN HUI-HSUAN,TPE,Anan,7.0,7.8,8.6,7.8,7.2,7.8,7.8,6.8,7.6,8.4,8.0,7.6,8.2,7.8,23.4
Karate1 Series A - Montreal 2019,Female Kata R2-G1, 1 / 1,ANACAN ALEXANDREA,NZL,Chatanyara Kushanku,7.2,7.6,8.4,7.6,7.8,7.8,8.2,7.0,7.8,8.4,7.6,8.0,8.4,8.2,23.44
